AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
693,273,Indrajit Shah,25,F,A1
694,273,Anita Swamy,27,M,A2
695,274,Amruta Dass,20,T,A1
696,274,Abhiram Kaul,40,M,A2
697,274,Matthew Aurora,56,F,A3
698,274,Teerth Oommen,34,T,A4
699,275,Daksh Lata,56,M,A1
700,275,Ekbal Singhal,25,F,A2
701,275,Rehaan Krishna,54,T,A3
702,276,Isaac Bajwa,55,F,A1
703,277,Brijesh Verma,59,F,A1
704,277,Zehaan Srivastava,48,F,A2
705,277,Rushil Patel,57,M,A3
706,278,Dominic Palla,33,F,A1
707,278,Dominic Mital,33,F,A2
708,278,Siddharth Malhotra,32,F,A3
709,279,Rayaan Barad,18,M,A1
710,279,Ekalinga Lalla,25,F,A2
711,279,Aayush Mistry,34,T,A3
712,279,Ojas Sabharwal,48,T,A4
713,280,Jason Pingle,55,T,A1
714,281,Siddharth Malhotra,32,M,A1
715,281,Rayaan Barad,36,F,A2
716,281,Samuel Bakshi,56,M,A3
717,282,Qasim Divan,22,F,A1
718,282,Nakul Bora,28,T,A2
719,282,Lohit Kade,39,F,A3
720,283,Qasim Bahl,29,M,A1
721,283,William Nagi,44,T,A2
722,283,Lila Gupta,34,T,A3
723,283,Mitesh Mandal,42,T,A4
724,284,Azad Rama,21,T,A1
725,284,Aahana Bawa,38,F,A2
726,285,Ekavir Modi,41,T,A1
727,286,Praneel Sagar,42,T,A1
728,286,Ishita Shanker,43,M,A2
729,286,Hemang Ganesan,35,M,A3
730,287,Qushi Naik,43,F,A1
731,287,Tanish Prashad,52,T,A2
732,288,Bhavani Babu,27,M,A1
733,288,Chasmum Ahuja,38,T,A2
734,288,Tristan Kala,54,T,A3
735,288,Anthony Majumdar,44,M,A4
736,289,Jason Pingle,57,T,A1
737,289,Qabil Baral,41,T,A2
738,290,Lohit Kade,35,F,A1
739,290,Qasim Divan,45,T,A2
740,290,Darpan Koshy,37,F,A3
741,290,Ekalinga Lalla,57,F,A4
742,291,Ijaya Saraf,21,M,A1
743,292,Michael Bedi,41,F,A1
744,292,Sanaya Thaman,60,F,A2
745,292,Tristan Sankaran,45,M,A3
746,292,Meera Divan,57,T,A4
747,293,Jason Pingle,57,T,A1
748,294,Jasmit Pall,35,M,A1
749,294,Ekani Padmanabhan,29,F,A2
750,295,Chaitanya Kaur,37,M,A1
751,295,Kashvi Dugal,42,T,A2
752,296,Jason Pingle,34,M,A1
753,296,Qabil Baral,47,F,A2
754,296,Ekalinga Lalla,20,M,A3
755,297,Bhanumati Iyer,43,F,A1
756,297,Chatresh Shroff,20,M,A2
757,297,Ekalinga Rama,50,M,A3
758,298,Vedhika Wali,27,T,A1
759,298,Quincy Issac,53,F,A2
760,299,Henry Krish,26,F,A1
761,299,Dominic Mital,30,M,A2
762,299,Lohit Kade,31,F,A3
763,300,Ati Kar,46,T,A1
764,301,Indrajit Iyengar,34,F,A1
765,301,Siddharth Malhotra,39,T,A2
766,301,Darpan Koshy,36,M,A3
767,302,Aarav Nath,42,T,A1
768,302,Indrajit Iyengar,23,F,A2
769,302,Siddharth Malhotra,58,T,A3
770,303,Karan Edwin,60,M,A1
771,303,Rayaan Barad,35,F,A2
772,304,Atharv Loke,31,T,A1
773,304,Vincent Kashyap,51,F,A2
774,304,Jagrati Buch,37,F,A3
775,304,Krish Thakkar,38,F,A4
776,305,Anamika Sachar,46,M,A1
777,305,Samaksh Jayaraman,29,F,A2
778,305,Peter Sarna,36,M,A3
779,305,Ekta Shankar,52,F,A4
780,306,Jason Pingle,38,M,A1
781,306,Qabil Baral,36,M,A2
782,307,Ranveer Manne,21,F,A1
783,308,Rayaan Barad,39,F,A1
784,308,Harsh Lalla,46,F,A2
785,308,Jeremiah Behl,46,T,A3
786,309,Odika Naik,40,T,A1
787,309,Aryan Gola,27,T,A2
788,309,Saksham Sha,50,F,A3
789,309,Zashil Naik,51,F,A4
790,310,Onkar Nayak,33,F,A1
791,311,Dayamai Sehgal,21,F,A1
792,311,Pratyush Dalal,58,M,A2
793,311,Samaksh Aggarwal,30,F,A3
794,311,Advik Shanker,25,F,A4
795,312,Aayush Mistry,38,T,A1
796,312,Rayaan Barad,48,F,A2
797,312,Darpan Koshy,28,M,A3
798,313,Garima Chahal,37,F,A1
799,313,Ikbal Saha,27,F,A2
800,313,Neel Mane,39,T,A3
801,314,Jason Pingle,28,F,A1
802,314,Qabil Baral,48,T,A2
803,314,Ekalinga Lalla,55,F,A3
804,315,Shaurya Bhardwaj,19,M,A1
805,315,Gagan Sule,22,T,A2
806,315,Prisha Nadig,38,F,A3
807,316,Jacob Johal,25,T,A1
808,317,Karan Edwin,19,M,A1
809,317,Rayaan Barad,32,F,A2
810,317,Jason Pingle,45,M,A3
811,318,Abeer Comar,40,M,A1
812,318,Harita Randhawa,26,F,A2
813,319,Turvi Sachdev,47,M,A1
814,319,Chandani Mutti,18,F,A2
815,319,Sathvik Narula,44,F,A3
816,320,Noah Ramachandran,28,F,A1
817,320,Jackson Morar,29,M,A2
818,320,Azad Magar,51,M,A3
819,321,Baljiwan Jaggi,44,T,A1
820,322,Harini Sule,47,T,A1
821,322,Falak Dhar,55,T,A2
822,323,Chaitanya Chahal,46,M,A1
823,323,Unni Batra,35,T,A2
824,324,Bhavini Malhotra,23,T,A1
825,324,Ridhi Dalal,29,F,A2
826,324,Manthan Dugar,50,M,A3
827,324,Ishwar Aurora,27,T,A4
828,325,Karan Edwin,53,T,A1
829,325,Darpan Koshy,37,M,A2
830,325,Dominic Mital,57,T,A3
831,325,Jeremiah Behl,22,M,A4
832,326,Hitesh Rajagopal,56,F,A1
833,326,Gabriel Sandhu,32,T,A2
834,326,Praneel Sehgal,46,F,A3
835,327,Vincent Kapur,40,M,A1
836,327,Aarna Patla,18,M,A2
837,327,Qadim Narayanan,49,M,A3
838,327,Sudiksha Sura,55,F,A4
839,328,Indrajit Iyengar,24,F,A1
840,328,Siddharth Malhotra,44,M,A2
841,329,Yagnesh Dutt,23,T,A1
842,329,Leena Bhatti,43,F,A2
843,330,Darika Ravi,24,T,A1
844,330,Ikbal Raghavan,36,T,A2
845,330,Warda Bhat,54,M,A3
846,331,Daksha Saran,33,F,A1
847,331,Gaurav Anand,52,F,A2
848,331,Joshua Menon,22,T,A3
849,331,Kala Bera,26,F,A4
850,332,Qasim Divan,40,M,A1
851,332,Kiaan Dutta,35,T,A2
852,332,Jason Pingle,34,T,A3
853,332,Dominic Mital,19,T,A4
854,333,Henry Krish,54,T,A1
855,334,Jagdish Lanka,41,M,A1
856,335,Rajeshri Deshpande,36,M,A1
857,336,Isaac Bajwa,60,T,A1
858,336,Kiaan Dutta,55,M,A2
859,336,Qasim Divan,51,M,A3
860,337,Wishi Khalsa,52,M,A1
861,337,Nirja Peri,21,F,A2
862,338,Harsh Lalla,60,F,A1
863,339,Chatresh Oza,46,M,A1
864,340,Chaitaly Mann,20,F,A1
865,340,Balendra Modi,48,M,A2
866,340,Darsh Solanki,25,M,A3
867,340,Charan Manne,20,F,A4
868,341,Arunima Krishnan,19,F,A1
869,341,Avni Maharaj,22,M,A2
870,342,Isaac Bajwa,54,T,A1
871,343,Nitara Rajagopal,52,M,A1
872,344,Vamakshi Walia,27,F,A1
873,344,Ladli Ramakrishnan,24,T,A2
874,344,Adweta Dhillon,59,F,A3
875,345,Anamika Loke,40,M,A1
876,345,Aadhya Raman,27,M,A2
877,345,Wyatt Hayer,37,M,A3
878,346,Guneet Vohra,55,T,A1
879,346,Sanaya Panchal,41,F,A2
880,346,Bhanumati Krishnamurthy,55,T,A3
881,346,Bahadurjit Bajwa,29,F,A4
882,347,Qasim Choudhry,21,T,A1
883,348,Ekiya Kurian,45,F,A1
884,348,Ethan Malhotra,39,M,A2
885,348,Lavanya Rama,40,T,A3
886,348,Darpan Kuruvilla,34,T,A4
887,349,Hredhaan Toor,30,T,A1
888,349,Jagdish Lanka,23,M,A2
889,349,Dominic Palla,23,T,A3
890,350,Aayush Mistry,38,M,A1
891,351,Mahika Aggarwal,48,F,A1
892,351,Vanya Sarin,49,F,A2
893,351,Ekaraj Zachariah,49,F,A3
894,352,Christopher Chana,30,M,A1
895,352,Harini Buch,49,F,A2
896,352,Bimala Jain,28,F,A3
897,352,Balveer Rajagopalan,53,F,A4
898,353,Isaac Bajwa,41,F,A1
899,353,Kiaan Dutta,33,M,A2
900,353,Qasim Divan,38,T,A3
901,353,Yash Ramachandran,32,F,A4
902,354,Tara Yadav,27,F,A1
903,354,Viraj Bora,21,F,A2
904,355,Akshay Gera,23,F,A1
905,356,Samaksh Sandhu,43,M,A1
906,357,Oscar Nayak,43,T,A1
907,358,Harish Puri,44,T,A1
908,358,Amol Sur,22,M,A2
909,358,Abeer Amble,30,T,A3
910,359,Qabil Baral,54,T,A1
911,359,Veer Chaudhry,37,T,A2
912,359,Chatresh Dugal,31,T,A3
913,359,Ekalinga Lalla,37,F,A4
914,360,Xalak Chakrabarti,28,M,A1
915,360,Ijaya Sahota,21,F,A2
916,360,Warinder Handa,31,T,A3
917,361,Patrick Dutta,44,M,A1
918,362,Nakul Balakrishnan,28,F,A1
919,362,Yutika D’Alia,60,F,A2
920,362,Wahab Saxena,53,T,A3
921,363,Karan Edwin,25,T,A1
922,363,Rayaan Barad,52,M,A2
923,363,Jason Pingle,51,M,A3
924,363,Imaran Borah,54,M,A4
925,364,Tanvi Hari,19,M,A1
926,365,Isaac Bajwa,42,T,A1
927,365,Kiaan Dutta,24,F,A2
928,365,Qasim Divan,55,T,A3
929,366,Arya Atwal,19,T,A1
930,366,Yatin Kota,46,M,A2
931,367,Sneha Tandon,49,M,A1
932,367,Fiyaz Arora,46,T,A2
933,367,Tejas Deo,25,M,A3
934,368,Arjun Sha,52,F,A1
935,368,Lakshit Ravi,53,F,A2
936,369,Kiaan Dutta,50,M,A1
937,370,Udyati Baria,50,F,A1
938,370,Jeevika Gill,59,T,A2
939,371,Yahvi Sampath,35,F,A1
940,372,Dominic Palla,58,M,A1
941,372,Dominic Mital,31,T,A2
942,373,Faris Raman,35,M,A1
943,373,Bhavya Bose,45,T,A2
944,373,Nitesh Majumdar,49,T,A3
945,374,Bishakha Gulati,33,M,A1
946,374,Anthony Kata,19,T,A2
947,374,Nisha Oza,55,F,A3
948,375,Bhavya Batta,42,T,A1
949,375,Ira Mane,42,M,A2
950,375,Ojas Dyal,52,F,A3
951,375,Qabil Gill,31,T,A4
952,376,Qarin Jha,45,M,A1
953,376,Edhitha Padmanabhan,45,F,A2
954,376,Kashish Sen,40,M,A3
955,376,Charvi Dara,35,F,A4
956,377,Urvi Mann,44,F,A1
957,377,Riya Nigam,28,T,A2
958,377,Varenya Baria,22,M,A3
959,378,George Narain,28,F,A1
960,378,Robert Vyas,50,M,A2
961,379,Mitali Divan,59,T,A1
962,379,Kala Raju,40,T,A2
963,379,Advik Mane,54,T,A3
964,379,Indali Morar,43,F,A4
965,380,Panini Sachdeva,47,F,A1
966,380,Gabriel Dhawan,31,F,A2
967,380,Chavvi Soman,26,F,A3
968,381,Jason Pingle,58,T,A1
969,381,Qabil Baral,41,M,A2
970,381,Ekalinga Lalla,46,F,A3
971,382,Kiaan Dutta,30,F,A1
972,382,Harsh Lalla,54,M,A2
973,382,Ojas Sabharwal,44,M,A3
974,383,Bhavna Sahni,43,M,A1
975,383,Vyanjana Konda,55,F,A2
976,383,Jagdish Malhotra,34,M,A3
977,384,Kashvi Vala,49,F,A1
978,385,Chatresh Mahajan,40,T,A1
979,385,Oni Parekh,54,M,A2
980,385,Bimala Manne,20,M,A3
981,386,Janani Char,48,F,A1
982,386,Maanas Arya,40,T,A2
983,386,Zarna Manda,37,F,A3
984,386,Vedhika Sabharwal,59,T,A4
985,387,Jeremiah Behl,29,F,A1
986,387,Qabil Baral,47,T,A2
987,388,Kabir Dhar,39,T,A1
988,389,Hritik Bali,47,T,A1
989,390,Indali Balakrishnan,52,T,A1
990,391,Rehaan Manda,36,F,A1
991,391,Aayush Chaudhary,52,T,A2
992,392,Yoshita Kari,57,M,A1
993,392,Isaiah Murthy,22,M,A2
994,392,Unnati Choudhary,27,F,A3
995,393,Indrajit Iyengar,19,T,A1
996,393,Siddharth Malhotra,41,T,A2
997,393,Darpan Koshy,39,F,A3
998,393,Vedant Muni,18,F,A4
999,394,Aarav Nath,23,M,A1
1000,394,Tanay Andra,51,T,A2
1001,394,Aayush Mistry,56,M,A3
1002,395,Isaac Bajwa,20,F,A1
1003,396,Jason Kaul,51,F,A1
1004,396,Xalak Mallick,40,M,A2
1005,397,Chatresh Dugal,35,M,A1
1006,398,Hardik Bera,34,M,A1
1007,398,Wishi Bala,45,F,A2
1008,398,Lavanya Narain,28,M,A3
1009,398,Chavvi Char,21,T,A4
1010,399,Leela Sengupta,35,T,A1
1011,399,Krisha Savant,51,F,A2
1012,399,Balendra Bali,43,M,A3
1013,400,Yashawini Bhalla,39,F,A1
1014,400,Adya Talwar,48,M,A2
1015,401,Dominic Palla,59,T,A1
1016,401,Dominic Mital,46,M,A2
1017,401,Siddharth Malhotra,23,F,A3
1018,401,Peter Ray,33,T,A4
1019,402,Priya Pai,28,M,A1
1020,403,Frado Bhatti,44,M,A1
1021,404,Dominic Palla,42,T,A1
1022,405,Jeremiah Behl,29,M,A1
1023,405,Baljiwan Dixit,45,F,A2
1024,405,Dominic Palla,31,M,A3
1025,406,Faqid Wason,59,F,A1
1026,407,Gayathri Mahajan,50,F,A1
1027,408,Ryan Sachdeva,20,T,A1
1028,408,Zayan Varma,48,M,A2
1029,408,Pranit Bahl,44,M,A3
1030,408,Xalak Kala,33,F,A4
1031,409,Siddharth Malhotra,27,T,A1
1032,409,Harsh Lalla,22,M,A2
1033,410,Naveen Kunda,36,M,A1
1034,410,Nidra Khare,29,F,A2
1035,410,Mason Handa,32,T,A3
1036,411,Dominic Palla,55,F,A1
1037,411,Dominic Mital,25,F,A2
1038,411,Siddharth Malhotra,32,M,A3
1039,412,Niharika Patla,51,M,A1
1040,412,Mekhala Dey,18,M,A2
1041,412,Isaac Tella,31,M,A3
1042,412,Zayan Taneja,19,T,A4
1043,413,Tejas Dhawan,39,M,A1
1044,413,Parth Kala,55,M,A2
1045,414,Vaishnavi Koshy,51,T,A1
1046,414,Maanav Patil,24,M,A2
1047,414,Jhalak Morar,26,F,A3
1048,414,Bakhshi Bhagat,19,M,A4
1049,415,Maya Kumer,36,T,A1
1050,415,Gautam Keer,20,M,A2
1051,416,Gaurangi Sami,28,F,A1
1052,416,Naveen Lal,56,T,A2
1053,416,Indira Salvi,54,T,A3
1054,416,Sudiksha Bala,58,F,A4
1055,417,Dipta Butala,53,F,A1
1056,418,Kiaan Lad,54,T,A1
1057,419,Maya Purohit,34,M,A1
1058,419,Ansh Bajaj,35,F,A2
1059,419,Gaurav Shere,52,M,A3
1060,420,Jhalak Garde,36,T,A1
1061,421,Udarsh Jani,21,T,A1
1062,421,Amaira Mani,46,M,A2
1063,421,Lavanya De,43,F,A3
1064,421,Samuel Kale,60,M,A4
1065,422,Tara Chada,28,T,A1
1066,423,Charles Natarajan,27,F,A1
1067,423,Urishilla Pandya,36,T,A2
1068,424,Harinakshi Sidhu,32,T,A1
1069,424,Gaurav Nadig,33,M,A2
1070,424,Lucky Lad,50,M,A3
1071,424,Dhriti Basu,52,T,A4
1072,425,Indrajit Iyengar,38,T,A1
1073,425,Siddharth Malhotra,28,M,A2
1074,426,Abha Gade,28,M,A1
1075,426,Rajata D’Alia,20,F,A2
1076,426,Banjeet Sathe,20,T,A3
1077,427,Isaac Bajwa,35,F,A1
1078,427,Kiaan Dutta,22,T,A2
1079,428,Atharv Mane,19,T,A1
1080,428,Meera Prakash,25,M,A2
1081,428,Ekiya Dube,35,T,A3
1082,429,Siddharth Bava,29,F,A1
1083,429,Ekantika Bhakta,42,M,A2
1084,429,Lakshmi Chanda,54,M,A3
1085,430,Lipika Rau,54,M,A1
1086,431,Kiaan Dutta,41,T,A1
1087,431,Harsh Lalla,31,F,A2
1088,432,Indrajit Iyengar,43,M,A1
1089,432,Siddharth Malhotra,26,F,A2
1090,432,Darpan Koshy,53,F,A3
1091,433,Jason Pingle,20,M,A1
1092,434,Manthan Datta,49,M,A1
1093,434,Yuvraj Virk,49,T,A2
1094,434,Chakrika Batta,32,F,A3
1095,434,Chakradev Varghese,46,T,A4
1096,435,Ishaan Shere,48,F,A1
1097,435,Qabil Ramaswamy,51,T,A2
1098,435,Fiyaz Saha,23,T,A3
1099,435,Dipta Sha,47,M,A4
1100,436,Aashi Cherian,46,T,A1
1101,437,Chasmum Chahal,33,T,A1
1102,437,Krishna Atwal,52,M,A2
1103,438,Gabriel Mitra,51,F,A1
1104,438,Manbir Som,25,M,A2
1105,439,Shivani Kibe,20,M,A1
1106,439,Chaitaly Ramanathan,19,F,A2
1107,439,Gauri Anand,37,M,A3
1108,439,Rachana Sagar,42,T,A4
1109,440,Farhan Sarma,47,F,A1
1110,440,Hredhaan Toor,47,T,A2
1111,441,Bhavna Handa,37,T,A1
1112,441,Hemangini Sarma,24,M,A2
1113,442,Dominic Palla,30,F,A1
1114,442,Dominic Mital,40,T,A2
1115,442,Siddharth Malhotra,38,T,A3
1116,442,Peter Ray,41,F,A4
1117,443,Chavvi Keer,36,M,A1
1118,444,Jagdish Lanka,31,M,A1
1119,444,Hredhaan Toor,44,T,A2
1120,444,Indrajit Iyengar,32,M,A3
1121,444,Kalpit Jayaraman,46,F,A4
1122,445,Karan Edwin,29,F,A1
1123,445,Rayaan Barad,52,T,A2
1124,446,Benjamin Tripathi,37,F,A1
1125,446,Oliver Dalal,58,T,A2
1126,446,Janaki Dugar,19,M,A3
1127,447,Isaac Bajwa,25,F,A1
1128,448,Jalsa Korpal,26,M,A1
1129,448,Oviya Kari,31,F,A2
1130,448,Pushti Sachdev,21,T,A3
1131,448,Tara Varty,47,T,A4
1132,449,Darsh Ramaswamy,25,F,A1
1133,449,Matthew Bhardwaj,40,T,A2
1134,449,Oni Ratti,50,T,A3
1135,450,Rudra Mitra,55,T,A1
1136,450,Balhaar Yogi,48,T,A2
