VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
729,371,Ekani Pandit,67,F,false
730,372,Vedika Thaker,64,T,false
731,373,Siya Pillai,68,F,false
732,373,Raghav Shankar,75,T,false
733,374,Arin Memon,40,F,false
734,374,Kevin Som,60,M,false
735,374,Osha Sawhney,34,M,false
736,375,Tanvi Modi,54,F,false
737,375,Damini Garg,32,M,false
738,375,Utkarsh Sule,17,M,false
739,376,Benjamin Nadig,49,F,false
740,376,Ridhi Lad,53,M,false
741,377,Ekaja Dugal,24,F,false
742,377,Yashica Narula,23,F,false
743,378,Thomas Sehgal,73,M,false
744,379,Sanaya Chahal,67,T,false
745,379,Robert Swaminathan,55,T,false
746,379,Yasti Bhalla,74,T,false
747,380,Saanvi Mani,34,F,false
748,381,Abeer Rout,17,M,false
749,382,Laksh Iyengar,55,M,false
750,382,Lakshmi Mann,10,M,false
751,383,Ubika Kapur,36,M,false
752,383,Aarnav Dube,7,F,false
753,383,Charita Sodhi,66,F,false
754,384,Aarna Soni,47,F,false
755,385,Madhav Nagarajan,27,M,false
756,385,Krishna Parikh,22,F,false
757,386,Girindra Ganesh,33,T,false
758,386,Diya Mitra,41,M,false
759,387,Yahvi Kant,31,F,false
760,387,Ishaan Sahni,9,F,false
761,387,Faraj Dada,25,F,false
762,388,Janani Dewan,68,F,false
763,388,Hema Gera,30,T,false
764,388,Ayush Dani,28,F,false
765,389,Farhan Sandal,63,M,false
766,389,Faras Bahl,41,F,false
767,389,Raagini Basak,7,F,false
768,390,Caleb Bhatti,74,F,false
769,390,Advaith Char,7,T,false
770,390,Samesh Iyengar,44,T,false
771,391,Xiti Khurana,25,F,false
772,391,Hardik Atwal,31,T,false
773,392,Hredhaan Golla,27,F,false
774,392,Ladli Samra,29,T,false
775,393,Fitan Narang,52,M,false
776,393,Jack Rajan,10,M,false
777,394,Priya Gulati,68,F,false
778,395,Vyanjana Cheema,13,M,false
779,396,Nandini Chaudry,29,F,false
780,396,Dhruv Patla,75,M,false
781,396,Hamsini Iyer,12,F,false
782,397,Nidhi Sundaram,10,T,false
783,398,Zashil Suri,29,T,false
784,398,Vihaan Desai,36,F,false
785,399,Widisha Swaminathan,70,T,false
786,399,Hemal Zachariah,23,M,false
787,399,Azad Sani,39,T,false
788,400,Krish Muni,56,T,false
789,400,Vinaya Choudhary,50,M,false
790,400,Upma Soni,53,F,false
791,401,Darsh Bala,37,M,false
792,402,Harita Rai,17,T,false
793,403,Yug Keer,26,F,false
794,404,Eshana Barad,61,F,false
795,404,Pahal Varma,45,F,false
796,404,Amara Bahri,32,T,false
797,405,Ekantika Chaudhari,74,M,false
798,405,Harish Jha,35,T,false
799,405,Watika Thakkar,75,M,false
800,406,Rajata Jaggi,29,F,false
801,407,Upkaar Chanda,41,T,false
802,408,Faraj Mittal,11,F,false
803,408,Rachita Zacharia,44,M,false
804,409,Darpan Vig,36,T,false
805,409,Janya Shere,29,F,false
806,410,Eiravati Bhatt,42,T,false
807,410,Nitara Loke,54,M,false
808,411,Pahal Bansal,12,F,false
809,411,Nathaniel Mahajan,35,M,false
810,411,Ayush Kuruvilla,32,M,false
811,412,Anmol Bhakta,54,M,false
812,412,Dipta Misra,64,T,false
813,413,Madhavi Keer,74,F,false
814,414,Vritti Walla,35,F,false
815,414,Isaiah Nadig,55,F,false
816,415,Janani Dara,67,F,false
817,415,Saanvi Rama,23,T,false
818,416,Bahadurjit Mahal,41,T,false
819,416,Vyanjana Sinha,28,M,false
820,417,Nandini Iyengar,60,F,false
821,418,Ekaja Seth,49,F,false
822,419,Oeshi Pillai,72,F,false
823,420,Abha Dixit,13,F,false
824,421,Sudiksha Talwar,68,F,false
825,422,Nilima Dhingra,26,M,false
826,422,Bina Lala,49,F,false
827,422,Shravya Kothari,18,F,false
828,423,Leela Sampath,38,T,false
829,423,Elijah Chandran,11,T,false
830,424,Chasmum Rana,58,M,false
831,424,Kevin Barman,74,F,false
832,424,Abha Gara,67,T,false
833,425,Barkha Lall,74,M,false
834,425,Zansi Munshi,15,T,false
835,426,Ria Bera,73,T,false
836,426,Manthan Bhagat,39,M,false
837,426,Qadim Banik,60,T,false
838,427,Manbir Dasgupta,66,M,false
839,427,Girik Jani,74,T,false
840,428,Simon Agrawal,39,M,false
841,428,Omaja Bose,51,F,false
842,428,Wishi Chandra,53,T,false
843,429,Abdul Narayan,15,T,false
844,429,Sneha Nair,46,M,false
845,430,Ansh Joshi,29,F,false
846,431,Rachana Mukherjee,46,F,false
847,432,Yauvani Iyengar,12,T,false
848,432,Sanaya Rama,21,F,false
849,432,Amrita Sampath,5,F,false
850,433,Pooja Chander,59,F,false
851,434,Warhi Vyas,17,F,false
852,434,Bina Sidhu,43,F,false
853,434,Fariq Sridhar,71,T,false
854,435,Zehaan Pant,38,F,false
855,435,Finn Thakur,25,M,false
856,436,Siddharth Goyal,65,M,false
857,437,Agastya Garg,43,M,false
858,437,Triveni Ravel,75,T,false
859,437,Chavvi Patel,23,M,false
860,438,Vasana Dhillon,13,M,false
861,438,Rajata Yohannan,12,F,false
862,439,Vedhika Sinha,35,T,false
863,440,Vedika Varghese,68,M,false
864,440,Vincent Bhat,19,M,false
865,440,Pahal Mutti,55,M,false
866,441,Warda Palan,48,M,false
867,441,Rajata Bail,73,M,false
868,442,Chaaya Ramakrishnan,49,M,false
869,442,Jagvi Sodhi,68,M,false
870,442,Sarthak Mandal,17,M,false
871,443,Ryan Dugar,45,F,false
872,443,Harrison Sagar,25,T,false
873,444,Ishanvi Dutt,22,F,false
874,445,Ishaan Karan,30,F,false
875,445,Udarsh Sur,27,M,false
876,446,Matthew Varma,35,M,false
877,446,Chandresh Sarma,65,M,false
878,446,Indrajit Cherian,9,M,false
879,447,Mitesh Patla,72,F,false
880,447,Lakshit Das,33,T,false
881,448,Urvi Om,62,M,false
882,448,Yashasvi Garg,13,T,false
883,448,Amaira Pradhan,38,M,false
884,449,Advaith Varughese,70,M,false
885,449,Frado Nigam,14,T,false
886,449,Neelima Gala,56,F,false
887,450,Ati Wable,68,T,false
888,450,Netra Sehgal,39,M,false
889,450,Riya Pai,59,T,false
